02:27:36 22/04/2019 | App                  | INFO     | Instantiating views 
02:27:36 22/04/2019 | App                  | INFO     | Linking controllers to views 
02:27:36 22/04/2019 | App                  | INFO     | Configuring main controller 
02:27:36 22/04/2019 | App                  | INFO     | Loading views 
02:27:37 22/04/2019 | MainView             | INFO     | Adding LoginView to main widget stack 
02:27:37 22/04/2019 | MainController       | INFO     | Requesting view change 
02:27:37 22/04/2019 | MainView             | INFO     | Changing to tabWidget mode 
02:27:37 22/04/2019 | MainView             | INFO     | Changing from homeTab to homeTab 
02:27:37 22/04/2019 | MainController       | INFO     | View change completed 
02:27:37 22/04/2019 | ConnectView          | DEBUG    | Updating status text 
02:27:37 22/04/2019 | DeviceFinder         | DEBUG    | Starting new thread; searching for devices 
02:27:38 22/04/2019 | HomeController       | DEBUG    | Connect button clicked 
02:27:38 22/04/2019 | MainController       | INFO     | Requesting view change 
02:27:38 22/04/2019 | MainView             | INFO     | Changing from homeTab to connectTab 
02:27:38 22/04/2019 | MainController       | INFO     | View change completed 
02:27:50 22/04/2019 | DeviceFinder         | DEBUG    | Found bluetooth device with name: rolph and address: 74:9E:AF:43:7A:89 
02:27:50 22/04/2019 | DeviceFinder         | DEBUG    | Search complete, deleting thread 
02:27:50 22/04/2019 | ConnectView          | DEBUG    | Adding rolph to found devices list 
02:28:02 22/04/2019 | ConnectController    | DEBUG    | Device ['rolph'] selected 
02:28:03 22/04/2019 | ConnectController    | DEBUG    | Attempting to connect to ['rolph'] device 
02:28:03 22/04/2019 | DeviceConnector      | DEBUG    | Starting new thread; connecting with rolph 
02:28:03 22/04/2019 | DeviceConnector      | DEBUG    | Deleting connection thread 
02:28:03 22/04/2019 | ConnectController    | DEBUG    | Connect could  find rolph device 
02:28:03 22/04/2019 | ConnectController    | DEBUG    | Connect could not find rolph device 
02:29:25 22/04/2019 | App                  | INFO     | App started 
02:29:25 22/04/2019 | App                  | INFO     | Instantiating models 
02:29:25 22/04/2019 | App                  | INFO     | Instantiating controllers 
02:29:25 22/04/2019 | App                  | INFO     | Instantiating views 
02:29:25 22/04/2019 | App                  | INFO     | Linking controllers to views 
02:29:25 22/04/2019 | App                  | INFO     | Configuring main controller 
02:29:25 22/04/2019 | App                  | INFO     | Loading views 
02:29:26 22/04/2019 | MainView             | INFO     | Adding LoginView to main widget stack 
02:29:27 22/04/2019 | MainController       | INFO     | Requesting view change 
02:29:27 22/04/2019 | MainView             | INFO     | Changing to tabWidget mode 
02:29:27 22/04/2019 | MainView             | INFO     | Changing from homeTab to homeTab 
02:29:27 22/04/2019 | MainController       | INFO     | View change completed 
02:29:27 22/04/2019 | ConnectView          | DEBUG    | Updating status text 
02:29:27 22/04/2019 | DeviceFinder         | DEBUG    | Starting new thread; searching for devices 
02:29:27 22/04/2019 | HomeController       | DEBUG    | Connect button clicked 
02:29:27 22/04/2019 | MainController       | INFO     | Requesting view change 
02:29:27 22/04/2019 | MainView             | INFO     | Changing from homeTab to connectTab 
02:29:27 22/04/2019 | MainController       | INFO     | View change completed 
02:29:37 22/04/2019 | DeviceFinder         | DEBUG    | Found bluetooth device with name: rolph and address: 74:9E:AF:43:7A:89 
02:29:37 22/04/2019 | DeviceFinder         | DEBUG    | Search complete, deleting thread 
02:29:37 22/04/2019 | ConnectView          | DEBUG    | Adding rolph to found devices list 
02:29:39 22/04/2019 | ConnectController    | DEBUG    | Device ['rolph'] selected 
02:29:41 22/04/2019 | ConnectController    | DEBUG    | Attempting to connect to ['rolph'] device 
02:29:41 22/04/2019 | DeviceConnector      | DEBUG    | Starting new thread; connecting with rolph 
02:29:41 22/04/2019 | DeviceConnector      | DEBUG    | Deleting connection thread 
02:29:41 22/04/2019 | ConnectController    | DEBUG    | rolph re-found True 
02:29:41 22/04/2019 | ConnectController    | DEBUG    | rolph re-found False 
